seconds,seat,turn,chairTileErrorPx,stemTileErrorPx,monitorAxisError,keyboardAxisError,member,phase,handMidpointError,standingHeight,seatedBlend,workClock,leftHandError,rightHandError,leftKneeDegrees,rightKneeDegrees,frame,ready
88.735100,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4283,True
88.735120,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4283,True
88.768530,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4285,True
88.768610,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.128167,1.857259,0.000000,0.000000,8.215821,8.040923,155.087800,154.782300,4285,True
88.768650,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4285,True
88.768660,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4285,True
88.801980,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4287,True
88.802060,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.104298,1.857259,0.000000,0.000000,8.203277,8.005816,156.520100,153.454500,4287,True
88.802090,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4287,True
88.802120,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4287,True
88.851330,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4290,True
88.851420,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.075951,1.857259,0.000000,0.000000,8.178543,7.973910,156.815400,152.486900,4290,True
88.851450,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4290,True
88.851460,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4290,True
88.884990,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4292,True
88.885060,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.061056,1.857259,0.000000,0.000000,8.159021,7.963589,154.564100,150.480700,4292,True
88.885090,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4292,True
88.885120,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4292,True
88.934690,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4295,True
88.934770,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.045787,1.857259,0.000000,0.000000,8.124397,7.967491,153.933600,143.050300,4295,True
88.934800,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4295,True
88.934820,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4295,True
88.968150,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4297,True
88.968240,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,8.027934,1.857259,0.000000,0.000000,8.086662,7.969367,155.366600,128.372900,4297,True
88.968280,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4297,True
88.968290,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4297,True
89.017890,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4300,True
89.017970,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,7.991130,1.857259,0.000000,0.000000,8.013737,7.968543,157.083400,112.413700,4300,True
89.018010,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4300,True
89.018030,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4300,True
89.051300,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4302,True
89.051380,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,7.964490,1.857259,0.000000,0.000000,7.961171,7.967815,157.867300,110.962000,4302,True
89.051410,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4302,True
89.051430,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4302,True
89.085400,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4304,True
89.085490,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,7.936213,1.857259,0.000000,0.000000,7.904172,7.968314,158.429500,118.579300,4304,True
89.085530,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4304,True
89.085560,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4304,True
89.134540,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4307,True
89.134610,seat_older_sister,NorthEast,0.484131,0.484131,0.000000,0.000000,older_sister,Navigating,7.894400,1.857259,0.000000,0.000000,7.820630,7.968394,158.565100,139.083800,4307,True
89.134640,seat_father,SouthEast,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4307,True
89.134660,seat_mother,SouthWest,0.484131,0.484131,0.000000,0.000000,none,none,,,,,,,,,4307,True
89.168010,seat_player,NorthWest,0.484345,0.484345,0.000000,0.000000,none,none,,,,,,,,,4309,True
