seconds,clock,member,playerControlled,phase,cell,x,y,destination,stuck,reservationBlocker,movementBlocker,intent,location,interaction,status,pathIndex,pathLength,seat,interactionPhase,termination,staticHere,ready,shopOpen,egressBlocker,egressBlockedAttempts
7.575830,2000-01-03T08:50:00,father,False,Navigating,"(4,9)",-4.819407,6.034742,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.575944,2000-01-03T08:50:00,mother,False,Navigating,"(8,8)",0.414045,7.348535,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.576026,2000-01-03T08:50:00,older_sister,False,Navigating,"(7,4)",3.041633,5.520815,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,12,,None,None,True,True,False,"",0
7.576103,2000-01-03T08:50:00,player,True,Navigating,"(5,2)",2.291702,3.368073,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,9,,None,None,True,True,False,"",0
7.690277,2000-01-03T08:50:00,father,False,Navigating,"(4,9)",-4.715642,6.086624,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.690398,2000-01-03T08:50:00,mother,False,Navigating,"(8,8)",0.310281,7.400417,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.690483,2000-01-03T08:50:00,older_sister,False,Navigating,"(7,4)",2.937869,5.468933,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,12,,None,None,True,True,False,"",0
7.690562,2000-01-03T08:50:00,player,True,Navigating,"(5,2)",2.395466,3.419955,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,9,,None,None,True,True,False,"",0
7.798674,2000-01-03T08:50:00,father,False,Navigating,"(4,9)",-4.617670,6.135611,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.798793,2000-01-03T08:50:00,mother,False,Navigating,"(8,8)",0.212308,7.449403,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
7.798881,2000-01-03T08:50:00,older_sister,False,Navigating,"(7,4)",2.839896,5.419947,"(4,9)",0.000000,"","","empty-office-wander:older_sister:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,12,,None,None,True,True,False,"",0
7.798960,2000-01-03T08:50:00,player,True,Navigating,"(5,2)",2.493438,3.468941,"(8,4)",0.000000,"","","empty-office-wander:player:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,9,,None,None,True,True,False,"",0
7.903120,2000-01-03T08:50:00,father,False,Navigating,"(4,9)",-4.524179,6.182356,"(4,5)",0.000000,"","","empty-office-wander:father:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",3,8,,None,None,True,True,False,"",0
7.903241,2000-01-03T08:50:00,mother,False,Navigating,"(8,8)",0.118817,7.496149,"(8,11)",0.000000,"","","empty-office-wander:mother:1",OpenArea,"","빈 사무실 산책 · 기운 좋음",6,7,,None,None,True,True,False,"",0
