frame,seconds,clock,ready,cash,inventory,seats,pointerCommits,member,phase,away,x,y,destination,pathIndex,pathLength,seat,seatDirection,arrivalCount,workFrames,gaitDistance,displacement,staticViolations,interactionViolations,agentPenetrations,bodies,legacyCharacters,legacyFurniture,bgm,sfx,listenerVolume,outputPeak,errors
99,7.102388,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.706988,7.202062,(8:11),6,7,,0,0,0,2.190988,0.023680,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
99,7.102465,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.334576,5.667288,(4:9),4,12,,0,0,0,2.234680,0.023680,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
99,7.102601,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,1.998759,3.221602,(8:4),4,9,,0,0,0,2.234680,0.023680,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
103,7.313035,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-5.027534,5.930676,(4:5),3,8,,0,0,0,2.329509,0.022854,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
103,7.313124,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.622170,7.244471,(8:11),6,7,,0,0,0,2.285817,0.022854,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
103,7.313203,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.249758,5.624880,(4:9),4,12,,0,0,0,2.329509,0.022854,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
103,7.313278,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,2.083576,3.264011,(8:4),4,9,,0,0,0,2.329509,0.022854,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
106,7.442498,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-4.824500,6.032195,(4:5),3,8,,0,0,0,2.556510,0.017001,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
106,7.442586,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.419134,7.345989,(8:11),6,7,,0,0,0,2.512818,0.017001,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
106,7.442666,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,3.046722,5.523362,(4:9),3,12,,0,0,0,2.556510,0.017001,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
106,7.442739,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,2.286612,3.365528,(8:4),3,9,,0,0,0,2.556510,0.017001,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
111,7.552189,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-4.707969,6.090460,(4:5),3,8,,0,0,0,2.686795,0.020718,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
111,7.552279,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.302603,7.404254,(8:11),6,7,,0,0,0,2.643103,0.020718,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
111,7.552356,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,2.930192,5.465096,(4:9),3,12,,0,0,0,2.686795,0.020718,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
111,7.552428,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,2.403143,3.423794,(8:4),3,9,,0,0,0,2.686795,0.020718,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
116,7.655527,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-4.614222,6.137333,(4:5),3,8,,0,0,0,2.791607,0.020300,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
116,7.655619,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.208857,7.451127,(8:11),6,7,,0,0,0,2.747915,0.020300,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
116,7.655696,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,2.836445,5.418223,(4:9),3,12,,0,0,0,2.791607,0.020300,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
116,7.655770,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,2.496889,3.470667,(8:4),3,9,,0,0,0,2.791607,0.020300,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
122,7.774129,2000-01-03T08:50:00,True,5000000,0,0,0,father,Navigating,False,-4.507339,6.190775,(4:5),3,8,,0,0,0,2.911106,0.019353,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
122,7.774222,2000-01-03T08:50:00,True,5000000,0,0,0,mother,Navigating,False,0.101974,7.504569,(8:11),6,7,,0,0,0,2.867414,0.019353,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
122,7.774302,2000-01-03T08:50:00,True,5000000,0,0,0,older_sister,Navigating,False,2.729562,5.364781,(4:9),3,12,,0,0,0,2.911106,0.019353,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
122,7.774376,2000-01-03T08:50:00,True,5000000,0,0,0,player,Navigating,False,2.603772,3.524108,(8:4),3,9,,0,0,0,2.911106,0.019353,0,0,0,4,0,0,0.550000,0.800000,0.000000,0.000000,0
